id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,persentase_rumah_tangga,satuan,tahun
28,32,JAWA BARAT,3201,KABUPATEN BOGOR,35.24,PERSEN,2020
29,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,38.16,PERSEN,2020
30,32,JAWA BARAT,3203,KABUPATEN CIANJUR,29.73,PERSEN,2020
31,32,JAWA BARAT,3204,KABUPATEN BANDUNG,54.25,PERSEN,2020
32,32,JAWA BARAT,3205,KABUPATEN GARUT,30.72,PERSEN,2020
33,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,37.62,PERSEN,2020
34,32,JAWA BARAT,3207,KABUPATEN CIAMIS,55.02,PERSEN,2020
35,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,75.07,PERSEN,2020
36,32,JAWA BARAT,3209,KABUPATEN CIREBON,73.41,PERSEN,2020
37,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,74.34,PERSEN,2020
38,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,75.23,PERSEN,2020
39,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,79.86,PERSEN,2020
40,32,JAWA BARAT,3213,KABUPATEN SUBANG,72.07,PERSEN,2020
41,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,59.0,PERSEN,2020
42,32,JAWA BARAT,3215,KABUPATEN KARAWANG,65.3,PERSEN,2020
43,32,JAWA BARAT,3216,KABUPATEN BEKASI,61.24,PERSEN,2020
44,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,55.74,PERSEN,2020
45,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,62.95,PERSEN,2020
46,32,JAWA BARAT,3271,KOTA BOGOR,49.85,PERSEN,2020
47,32,JAWA BARAT,3272,KOTA SUKABUMI,28.73,PERSEN,2020
48,32,JAWA BARAT,3273,KOTA BANDUNG,37.86,PERSEN,2020
49,32,JAWA BARAT,3274,KOTA CIREBON,70.02,PERSEN,2020
50,32,JAWA BARAT,3275,KOTA BEKASI,53.1,PERSEN,2020
51,32,JAWA BARAT,3276,KOTA DEPOK,50.14,PERSEN,2020
52,32,JAWA BARAT,3277,KOTA CIMAHI,51.93,PERSEN,2020
53,32,JAWA BARAT,3278,KOTA TASIKMALAYA,42.78,PERSEN,2020
54,32,JAWA BARAT,3279,KOTA BANJAR,75.57,PERSEN,2020
