id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_faskes,jumlah_faskes,satuan,tahun
566,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT UMUM,1,UNIT,2022
567,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT KHUSUS,1,UNIT,2022
568,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH SAKIT BERSALIN,0,UNIT,2022
569,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUSKESMAS,40,UNIT,2022
570,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,POSYANDU,2413,UNIT,2022
571,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT UMUM,5,UNIT,2022
572,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT KHUSUS,1,UNIT,2022
573,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH SAKIT BERSALIN,0,UNIT,2022
574,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUSKESMAS,37,UNIT,2022
575,32,JAWA BARAT,3207,KABUPATEN CIAMIS,POSYANDU,1608,UNIT,2022
576,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT UMUM,11,UNIT,2022
577,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT KHUSUS,1,UNIT,2022
578,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH SAKIT BERSALIN,0,UNIT,2022
579,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUSKESMAS,37,UNIT,2022
580,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,POSYANDU,1435,UNIT,2022
581,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT UMUM,10,UNIT,2022
582,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT KHUSUS,2,UNIT,2022
583,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH SAKIT BERSALIN,0,UNIT,2022
584,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUSKESMAS,60,UNIT,2022
585,32,JAWA BARAT,3209,KABUPATEN CIREBON,POSYANDU,2691,UNIT,2022
586,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT UMUM,3,UNIT,2022
587,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT KHUSUS,2,UNIT,2022
588,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH SAKIT BERSALIN,0,UNIT,2022
589,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUSKESMAS,32,UNIT,2022
590,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,POSYANDU,1497,UNIT,2022
591,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT UMUM,3,UNIT,2022
592,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT KHUSUS,0,UNIT,2022
593,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH SAKIT BERSALIN,0,UNIT,2022
594,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUSKESMAS,35,UNIT,2022
595,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,POSYANDU,1704,UNIT,2022
596,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT UMUM,11,UNIT,2022
597,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT KHUSUS,1,UNIT,2022
598,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH SAKIT BERSALIN,0,UNIT,2022
599,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUSKESMAS,49,UNIT,2022
600,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,POSYANDU,2346,UNIT,2022
601,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT UMUM,9,UNIT,2022
602,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT KHUSUS,1,UNIT,2022
603,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH SAKIT BERSALIN,0,UNIT,2022
604,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUSKESMAS,40,UNIT,2022
605,32,JAWA BARAT,3213,KABUPATEN SUBANG,POSYANDU,1907,UNIT,2022
606,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT UMUM,9,UNIT,2022
607,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT KHUSUS,2,UNIT,2022
608,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT BERSALIN,0,UNIT,2022
609,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUSKESMAS,20,UNIT,2022
610,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,POSYANDU,1047,UNIT,2022
611,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT UMUM,23,UNIT,2022
612,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT KHUSUS,2,UNIT,2022
613,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT BERSALIN,0,UNIT,2022
614,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUSKESMAS,50,UNIT,2022
615,32,JAWA BARAT,3215,KABUPATEN KARAWANG,POSYANDU,2382,UNIT,2022
616,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT UMUM,49,UNIT,2022
617,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT KHUSUS,4,UNIT,2022
618,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2022
619,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUSKESMAS,46,UNIT,2022
620,32,JAWA BARAT,3216,KABUPATEN BEKASI,POSYANDU,2482,UNIT,2022
621,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT UMUM,6,UNIT,2022
622,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT KHUSUS,3,UNIT,2022
623,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT BERSALIN,0,UNIT,2022
624,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUSKESMAS,32,UNIT,2022
625,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,POSYANDU,2340,UNIT,2022
626,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT UMUM,1,UNIT,2022
627,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT KHUSUS,0,UNIT,2022
628,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT BERSALIN,0,UNIT,2022
629,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUSKESMAS,15,UNIT,2022
630,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,POSYANDU,531,UNIT,2022
631,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT UMUM,17,UNIT,2022
632,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT KHUSUS,5,UNIT,2022
633,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT BERSALIN,0,UNIT,2022
634,32,JAWA BARAT,3271,KOTA BOGOR,PUSKESMAS,25,UNIT,2022
635,32,JAWA BARAT,3271,KOTA BOGOR,POSYANDU,980,UNIT,2022
636,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT UMUM,6,UNIT,2022
637,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT KHUSUS,0,UNIT,2022
638,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT BERSALIN,0,UNIT,2022
639,32,JAWA BARAT,3272,KOTA SUKABUMI,PUSKESMAS,15,UNIT,2022
640,32,JAWA BARAT,3272,KOTA SUKABUMI,POSYANDU,461,UNIT,2022
641,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT UMUM,23,UNIT,2022
642,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT KHUSUS,15,UNIT,2022
643,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT BERSALIN,0,UNIT,2022
644,32,JAWA BARAT,3273,KOTA BANDUNG,PUSKESMAS,80,UNIT,2022
645,32,JAWA BARAT,3273,KOTA BANDUNG,POSYANDU,1992,UNIT,2022
646,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT UMUM,9,UNIT,2022
647,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT KHUSUS,1,UNIT,2022
648,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT BERSALIN,0,UNIT,2022
649,32,JAWA BARAT,3274,KOTA CIREBON,PUSKESMAS,22,UNIT,2022
650,32,JAWA BARAT,3274,KOTA CIREBON,POSYANDU,401,UNIT,2022
651,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT UMUM,43,UNIT,2022
652,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT KHUSUS,3,UNIT,2022
653,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2022
654,32,JAWA BARAT,3275,KOTA BEKASI,PUSKESMAS,48,UNIT,2022
655,32,JAWA BARAT,3275,KOTA BEKASI,POSYANDU,1614,UNIT,2022
656,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT UMUM,22,UNIT,2022
657,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT KHUSUS,4,UNIT,2022
658,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT BERSALIN,0,UNIT,2022
659,32,JAWA BARAT,3276,KOTA DEPOK,PUSKESMAS,38,UNIT,2022
660,32,JAWA BARAT,3276,KOTA DEPOK,POSYANDU,1049,UNIT,2022
661,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT UMUM,7,UNIT,2022
662,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT KHUSUS,1,UNIT,2022
663,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT BERSALIN,0,UNIT,2022
664,32,JAWA BARAT,3277,KOTA CIMAHI,PUSKESMAS,13,UNIT,2022
665,32,JAWA BARAT,3277,KOTA CIMAHI,POSYANDU,410,UNIT,2022
666,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT UMUM,8,UNIT,2022
667,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT KHUSUS,5,UNIT,2022
668,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT BERSALIN,0,UNIT,2022
669,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUSKESMAS,22,UNIT,2022
670,32,JAWA BARAT,3278,KOTA TASIKMALAYA,POSYANDU,894,UNIT,2022
671,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT UMUM,4,UNIT,2022
672,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT KHUSUS,0,UNIT,2022
673,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT BERSALIN,0,UNIT,2022
674,32,JAWA BARAT,3279,KOTA BANJAR,PUSKESMAS,10,UNIT,2022
675,32,JAWA BARAT,3279,KOTA BANJAR,POSYANDU,200,UNIT,2022
