id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_faskes,jumlah_faskes,satuan,tahun
742,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT KHUSUS,2,UNIT,2023
743,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH SAKIT BERSALIN,0,UNIT,2023
744,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUSKESMAS,20,UNIT,2023
745,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,POSYANDU,1050,UNIT,2023
746,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT UMUM,24,UNIT,2023
747,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT KHUSUS,2,UNIT,2023
748,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH SAKIT BERSALIN,0,UNIT,2023
749,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUSKESMAS,50,UNIT,2023
750,32,JAWA BARAT,3215,KABUPATEN KARAWANG,POSYANDU,2375,UNIT,2023
751,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT UMUM,50,UNIT,2023
752,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT KHUSUS,4,UNIT,2023
753,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2023
754,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUSKESMAS,51,UNIT,2023
755,32,JAWA BARAT,3216,KABUPATEN BEKASI,POSYANDU,2883,UNIT,2023
756,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT UMUM,6,UNIT,2023
757,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT KHUSUS,3,UNIT,2023
758,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH SAKIT BERSALIN,0,UNIT,2023
759,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUSKESMAS,32,UNIT,2023
760,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,POSYANDU,2340,UNIT,2023
761,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT UMUM,1,UNIT,2023
762,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT KHUSUS,0,UNIT,2023
763,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH SAKIT BERSALIN,0,UNIT,2023
764,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUSKESMAS,15,UNIT,2023
765,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,POSYANDU,532,UNIT,2023
766,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT UMUM,18,UNIT,2023
767,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT KHUSUS,4,UNIT,2023
768,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH SAKIT BERSALIN,0,UNIT,2023
769,32,JAWA BARAT,3271,KOTA BOGOR,PUSKESMAS,25,UNIT,2023
770,32,JAWA BARAT,3271,KOTA BOGOR,POSYANDU,982,UNIT,2023
771,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT UMUM,6,UNIT,2023
772,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT KHUSUS,0,UNIT,2023
773,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH SAKIT BERSALIN,0,UNIT,2023
774,32,JAWA BARAT,3272,KOTA SUKABUMI,PUSKESMAS,15,UNIT,2023
775,32,JAWA BARAT,3272,KOTA SUKABUMI,POSYANDU,461,UNIT,2023
776,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT UMUM,26,UNIT,2023
777,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT KHUSUS,15,UNIT,2023
778,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SAKIT BERSALIN,0,UNIT,2023
779,32,JAWA BARAT,3273,KOTA BANDUNG,PUSKESMAS,80,UNIT,2023
780,32,JAWA BARAT,3273,KOTA BANDUNG,POSYANDU,1999,UNIT,2023
781,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT UMUM,9,UNIT,2023
782,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT KHUSUS,1,UNIT,2023
783,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH SAKIT BERSALIN,0,UNIT,2023
784,32,JAWA BARAT,3274,KOTA CIREBON,PUSKESMAS,22,UNIT,2023
785,32,JAWA BARAT,3274,KOTA CIREBON,POSYANDU,345,UNIT,2023
786,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT UMUM,46,UNIT,2023
787,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT KHUSUS,2,UNIT,2023
788,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH SAKIT BERSALIN,0,UNIT,2023
789,32,JAWA BARAT,3275,KOTA BEKASI,PUSKESMAS,48,UNIT,2023
790,32,JAWA BARAT,3275,KOTA BEKASI,POSYANDU,1615,UNIT,2023
791,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT UMUM,23,UNIT,2023
792,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT KHUSUS,4,UNIT,2023
793,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH SAKIT BERSALIN,0,UNIT,2023
794,32,JAWA BARAT,3276,KOTA DEPOK,PUSKESMAS,38,UNIT,2023
795,32,JAWA BARAT,3276,KOTA DEPOK,POSYANDU,1063,UNIT,2023
796,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT UMUM,7,UNIT,2023
797,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT KHUSUS,1,UNIT,2023
798,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH SAKIT BERSALIN,0,UNIT,2023
799,32,JAWA BARAT,3277,KOTA CIMAHI,PUSKESMAS,13,UNIT,2023
800,32,JAWA BARAT,3277,KOTA CIMAHI,POSYANDU,411,UNIT,2023
801,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT UMUM,8,UNIT,2023
802,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT KHUSUS,6,UNIT,2023
803,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH SAKIT BERSALIN,0,UNIT,2023
804,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUSKESMAS,22,UNIT,2023
805,32,JAWA BARAT,3278,KOTA TASIKMALAYA,POSYANDU,909,UNIT,2023
806,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT UMUM,2,UNIT,2023
807,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT KHUSUS,0,UNIT,2023
808,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH SAKIT BERSALIN,0,UNIT,2023
809,32,JAWA BARAT,3279,KOTA BANJAR,PUSKESMAS,10,UNIT,2023
810,32,JAWA BARAT,3279,KOTA BANJAR,POSYANDU,200,UNIT,2023
