id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,persentase_rumah_tangga,satuan,tahun
1,32,JAWA BARAT,3201,KABUPATEN BOGOR,61.17,PERSEN,2019
2,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,49.66,PERSEN,2019
3,32,JAWA BARAT,3203,KABUPATEN CIANJUR,49.71,PERSEN,2019
4,32,JAWA BARAT,3204,KABUPATEN BANDUNG,70.09,PERSEN,2019
5,32,JAWA BARAT,3205,KABUPATEN GARUT,41.37,PERSEN,2019
6,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,47.19,PERSEN,2019
7,32,JAWA BARAT,3207,KABUPATEN CIAMIS,57.53,PERSEN,2019
8,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,82.68,PERSEN,2019
9,32,JAWA BARAT,3209,KABUPATEN CIREBON,81.84,PERSEN,2019
10,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,76.36,PERSEN,2019
11,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,89.26,PERSEN,2019
12,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,86.4,PERSEN,2019
13,32,JAWA BARAT,3213,KABUPATEN SUBANG,78.23,PERSEN,2019
14,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,82.6,PERSEN,2019
15,32,JAWA BARAT,3215,KABUPATEN KARAWANG,74.32,PERSEN,2019
16,32,JAWA BARAT,3216,KABUPATEN BEKASI,86.97,PERSEN,2019
17,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,59.47,PERSEN,2019
18,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,82.77,PERSEN,2019
19,32,JAWA BARAT,3271,KOTA BOGOR,67.57,PERSEN,2019
20,32,JAWA BARAT,3272,KOTA SUKABUMI,39.79,PERSEN,2019
21,32,JAWA BARAT,3273,KOTA BANDUNG,51.65,PERSEN,2019
22,32,JAWA BARAT,3274,KOTA CIREBON,90.85,PERSEN,2019
23,32,JAWA BARAT,3275,KOTA BEKASI,96.01,PERSEN,2019
24,32,JAWA BARAT,3276,KOTA DEPOK,96.3,PERSEN,2019
25,32,JAWA BARAT,3277,KOTA CIMAHI,69.61,PERSEN,2019
26,32,JAWA BARAT,3278,KOTA TASIKMALAYA,46.66,PERSEN,2019
27,32,JAWA BARAT,3279,KOTA BANJAR,88.21,PERSEN,2019
