id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,persentase_rumah_tangga,satuan,tahun
55,32,JAWA BARAT,3201,KABUPATEN BOGOR,44.03,PERSEN,2021
56,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,43.5,PERSEN,2021
57,32,JAWA BARAT,3203,KABUPATEN CIANJUR,32.48,PERSEN,2021
58,32,JAWA BARAT,3204,KABUPATEN BANDUNG,54.73,PERSEN,2021
59,32,JAWA BARAT,3205,KABUPATEN GARUT,26.6,PERSEN,2021
60,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,35.8,PERSEN,2021
61,32,JAWA BARAT,3207,KABUPATEN CIAMIS,52.89,PERSEN,2021
62,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,72.13,PERSEN,2021
63,32,JAWA BARAT,3209,KABUPATEN CIREBON,75.91,PERSEN,2021
64,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,71.34,PERSEN,2021
65,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,70.67,PERSEN,2021
66,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,76.53,PERSEN,2021
67,32,JAWA BARAT,3213,KABUPATEN SUBANG,77.31,PERSEN,2021
68,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,54.81,PERSEN,2021
69,32,JAWA BARAT,3215,KABUPATEN KARAWANG,65.3,PERSEN,2021
70,32,JAWA BARAT,3216,KABUPATEN BEKASI,63.85,PERSEN,2021
71,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,46.98,PERSEN,2021
72,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,51.98,PERSEN,2021
73,32,JAWA BARAT,3271,KOTA BOGOR,55.57,PERSEN,2021
74,32,JAWA BARAT,3272,KOTA SUKABUMI,30.33,PERSEN,2021
75,32,JAWA BARAT,3273,KOTA BANDUNG,37.49,PERSEN,2021
76,32,JAWA BARAT,3274,KOTA CIREBON,71.62,PERSEN,2021
77,32,JAWA BARAT,3275,KOTA BEKASI,52.91,PERSEN,2021
78,32,JAWA BARAT,3276,KOTA DEPOK,49.6,PERSEN,2021
79,32,JAWA BARAT,3277,KOTA CIMAHI,61.41,PERSEN,2021
80,32,JAWA BARAT,3278,KOTA TASIKMALAYA,46.85,PERSEN,2021
81,32,JAWA BARAT,3279,KOTA BANJAR,69.72,PERSEN,2021
