id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,persentase_rumah_tangga,satuan,tahun
82,32,JAWA BARAT,3201,KABUPATEN BOGOR,91.83,PERSEN,2021
83,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,81.34,PERSEN,2021
84,32,JAWA BARAT,3203,KABUPATEN CIANJUR,86.25,PERSEN,2021
85,32,JAWA BARAT,3204,KABUPATEN BANDUNG,99.07,PERSEN,2021
86,32,JAWA BARAT,3205,KABUPATEN GARUT,77.35,PERSEN,2021
87,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,85.26,PERSEN,2021
88,32,JAWA BARAT,3207,KABUPATEN CIAMIS,90.12,PERSEN,2021
89,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,94.4,PERSEN,2021
90,32,JAWA BARAT,3209,KABUPATEN CIREBON,96.54,PERSEN,2021
91,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,96.8,PERSEN,2021
92,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,94.16,PERSEN,2021
93,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,97.95,PERSEN,2021
94,32,JAWA BARAT,3213,KABUPATEN SUBANG,98.75,PERSEN,2021
95,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,81.5,PERSEN,2021
96,32,JAWA BARAT,3215,KABUPATEN KARAWANG,96.63,PERSEN,2021
97,32,JAWA BARAT,3216,KABUPATEN BEKASI,95.02,PERSEN,2021
98,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,92.47,PERSEN,2021
99,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,80.78,PERSEN,2021
100,32,JAWA BARAT,3271,KOTA BOGOR,98.14,PERSEN,2021
101,32,JAWA BARAT,3272,KOTA SUKABUMI,98.37,PERSEN,2021
102,32,JAWA BARAT,3273,KOTA BANDUNG,99.51,PERSEN,2021
103,32,JAWA BARAT,3274,KOTA CIREBON,99.34,PERSEN,2021
104,32,JAWA BARAT,3275,KOTA BEKASI,100.0,PERSEN,2021
105,32,JAWA BARAT,3276,KOTA DEPOK,99.52,PERSEN,2021
106,32,JAWA BARAT,3277,KOTA CIMAHI,97.93,PERSEN,2021
107,32,JAWA BARAT,3278,KOTA TASIKMALAYA,94.4,PERSEN,2021
108,32,JAWA BARAT,3279,KOTA BANJAR,97.21,PERSEN,2021
